Date,Year,Julian_Date,time,Site,Cl,NO3,PO4,SO4 ,TN,TP,stage,temperature ,dox,pH,clarity,Turbidity ,Ecoli ,"1,7-Dimethylxanthine",Acetaminophen,Amphetamine ,Caffeine,Carbamazepine,Cimetidine ,Cotinine,Diphenhydramine,MDMA,Methamphetamine,Morphine ,Sulfadimethoxine ,Sulfamethoxazole,Thiabendazole ,d15N-NO3 ,d18O-NO3  ,Ca,HCO3,K ,Mg,Na ,,
27-Apr-99,1999,117,NA,BARN,22.17,1.65,3,3.17,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
27-Apr-99,1999,117,NA,DRKR,261.21,0.24,8.3,37.38,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
27-Apr-99,1999,117,NA,GFCP,46.99,1.37,5.2,19.07,1.44,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
27-Apr-99,1999,117,NA,GFGB,39.28,2.11,3.4,7.1,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
27-Apr-99,1999,117,NA,GFGL,70.07,2.02,16,24.72,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
27-Apr-99,1999,117,NA,GFVN,38.81,1.57,2.1,13.77,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
27-Apr-99,1999,117,NA,POBR,2.21,0.01,2.7,1.49,0.01,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
27-Apr-99,1999,117,NA,RGHT,35.54,2.00,158,16.67,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
6-May-99,1999,126,NA,BARN,22.64,1.71,2.1,2.76,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
6-May-99,1999,126,NA,DRKR,295.74,0.25,8.8,36.26,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
6-May-99,1999,126,NA,GFCP,48.06,1.45,10.8,18.55,1.61,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
6-May-99,1999,126,NA,GFGB,31.52,2.11,6.7,6.23,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
6-May-99,1999,126,NA,GFGL,73.06,2.17,18.6,24.2,,,,,,,NA,,,,,,,,,,,,,,,,,,,55.22,125.22,1.43,29.2,21.98,,
6-May-99,1999,126,NA,GFVN,39.32,1.61,5,13.61,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
6-May-99,1999,126,NA,POBR,2.17,0.03,4.8,1.19,0.01,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
6-May-99,1999,126,NA,RGHT,48.74,2.77,321,19.87,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
13-May-99,1999,133,NA,BARN,23.19,1.78,1.5,2.74,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
13-May-99,1999,133,NA,DRKR,299.74,0.09,1.5,32.81,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
13-May-99,1999,133,NA,GFCP,45.12,1.41,1.5,18.05,1.58,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
13-May-99,1999,133,NA,GFGB,28.9,1.60,2.6,8.76,,,,,,,NA,,,,,,,,,,,,,,,,,,,18.62,42.23,2.47,6.5,13.27,,
13-May-99,1999,133,NA,GFGL,75.9,2.08,5.7,22.97,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
13-May-99,1999,133,NA,GFVN,38.21,1.60,1.5,12.82,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
13-May-99,1999,133,NA,POBR,2.49,0.06,1.5,1.1,0.01,,,,,,NA,,,,,,,,,,,,,,,,,,,0.91,12.29,0.72,0.72,2.25,,
13-May-99,1999,133,NA,RGHT,33.69,2.19,186.7,16.7,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
20-May-99,1999,140,NA,BARN,23.93,1.90,1.5,2.45,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
20-May-99,1999,140,NA,DRKR,291.62,0.25,3.1,30.92,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
20-May-99,1999,140,NA,GFCP,44.02,1.51,1.5,17.83,1.68,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
20-May-99,1999,140,NA,GFGB,29.72,2.04,2.7,5.68,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
20-May-99,1999,140,NA,GFGL,76.46,2.43,32.1,26.07,,,,,,,NA,,,,,,,,,,,,,,,,,,,40.65,92.18,1.35,30.54,20.11,,
20-May-99,1999,140,NA,GFVN,38.09,1.66,1.5,13.2,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
20-May-99,1999,140,NA,POBR,2.58,0.06,1.5,0.97,0.01,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
20-May-99,1999,140,NA,RGHT,39.04,2.49,1.5,18.89,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
27-May-99,1999,147,NA,BARN,23.29,1.75,4.3,2.47,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
27-May-99,1999,147,NA,DRKR,160.72,0.44,4.4,28.27,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
27-May-99,1999,147,NA,GFCP,39.96,1.29,1.5,16.85,1.44,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
27-May-99,1999,147,NA,GFGB,28.36,1.97,1.5,5.89,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
27-May-99,1999,147,NA,GFGL,79.94,2.38,39.6,24.96,,,,,,,NA,,,,,,,,,,,,,,,,,,,60.58,137.38,1.54,32.29,21.81,,
27-May-99,1999,147,NA,GFVN,34.86,1.44,2.6,13.23,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
27-May-99,1999,147,NA,POBR,2.2,0.03,1.5,0.96,0.11,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
27-May-99,1999,147,NA,RGHT,36.74,2.37,381,16.61,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
3-Jun-99,1999,154,NA,BARN,23.9,1.47,3.4,2.25,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
3-Jun-99,1999,154,NA,DRKR,191.2,0.46,46.7,32.17,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
3-Jun-99,1999,154,NA,GFCP,41.22,1.40,3.6,17.51,1.45,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
3-Jun-99,1999,154,NA,GFGB,30.25,1.94,1.5,5.59,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
3-Jun-99,1999,154,NA,GFGL,87.35,2.12,48.7,26.06,,,,,,,NA,,,,,,,,,,,,,,,,,,,45.79,103.83,1.95,34.91,22.21,,
3-Jun-99,1999,154,NA,GFVN,35.15,1.50,1.5,13.86,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
3-Jun-99,1999,154,NA,POBR,2.63,0.01,2.6,0.81,0.11,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
3-Jun-99,1999,154,NA,RGHT,32.74,2.86,364.4,17.08,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
9-Jun-99,1999,160,NA,BARN,24.11,1.69,35,2.13,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
9-Jun-99,1999,160,NA,DRKR,276.55,0.54,76.3,32.37,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
9-Jun-99,1999,160,NA,GFCP,39.52,1.41,35,17.54,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
9-Jun-99,1999,160,NA,GFGB,29.29,1.84,1.5,5.13,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
9-Jun-99,1999,160,NA,GFGL,94.21,2.67,90.2,28.39,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
9-Jun-99,1999,160,NA,GFVN,34.86,1.52,1.5,14.16,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
9-Jun-99,1999,160,NA,POBR,2.57,0.10,1.5,0.79,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
9-Jun-99,1999,160,NA,RGHT,44.96,2.13,3973.1,23.22,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
18-Jun-99,1999,169,NA,BARN,20.61,1.46,1.5,2.46,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
18-Jun-99,1999,169,NA,DRKR,66.33,1.12,3.9,17.23,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
18-Jun-99,1999,169,NA,GFCP,33.41,1.40,1.5,15.45,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
18-Jun-99,1999,169,NA,GFGB,23.08,1.51,19.3,8.07,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
18-Jun-99,1999,169,NA,GFGL,82.2,2.67,94.8,24.14,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
18-Jun-99,1999,169,NA,GFVN,30.67,1.49,1.5,12.7,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
18-Jun-99,1999,169,NA,POBR,2.78,0.03,1.5,1.29,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
18-Jun-99,1999,169,NA,RGHT,33.37,2.03,3896.2,18.26,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
25-Jun-99,1999,176,NA,BARN,23.62,1.92,1.5,2.02,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
25-Jun-99,1999,176,NA,DRKR,67.49,0.65,1.5,30.58,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
25-Jun-99,1999,176,NA,GFCP,41.1,1.37,1.5,17.44,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
25-Jun-99,1999,176,NA,GFGB,27.39,2.10,1.5,5,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
25-Jun-99,1999,176,NA,GFGL,91,2.89,88.6,28.65,,,,,,,NA,,,,,,,,,,,,,,,,,,,41.7,94.57,1.5,33.94,21.25,,
25-Jun-99,1999,176,NA,GFVN,34.51,1.56,1.5,13.91,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
25-Jun-99,1999,176,NA,POBR,2.77,0.13,1.5,0.84,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
25-Jun-99,1999,176,NA,RGHT,34.33,2.00,434.2,17.24,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
1-Jul-99,1999,182,NA,BARN,23.95,1.84,1.5,1.95,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
1-Jul-99,1999,182,NA,DRKR,179.72,0.60,1.5,27.64,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
1-Jul-99,1999,182,NA,GFCP,41.7,1.30,,17.27,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
1-Jul-99,1999,182,NA,GFGB,27.88,2.04,126.6,4.85,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
1-Jul-99,1999,182,NA,GFGL,91.68,2.70,,27.59,,,,,,,NA,,,,,,,,,,,,,,,,,,,41.65,94.46,1.56,35.72,21.37,,
1-Jul-99,1999,182,NA,GFVN,34.99,1.57,70.4,14.38,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
1-Jul-99,1999,182,NA,POBR,2.58,0.16,1.5,0.76,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
1-Jul-99,1999,182,NA,RGHT,34.3,1.86,77.8,17.4,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
7-Jul-99,1999,188,NA,BARN,23.74,1.53,23.7,1.96,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
7-Jul-99,1999,188,NA,DRKR,26.8,1.84,7.2,4.64,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
7-Jul-99,1999,188,NA,GFCP,41.92,1.32,96.7,17.77,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
7-Jul-99,1999,188,NA,GFGB,216,0.77,,31.6,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
7-Jul-99,1999,188,NA,GFGL,91.96,2.14,7.4,25.81,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
7-Jul-99,1999,188,NA,GFVN,35.15,1.55,118.1,14.29,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
7-Jul-99,1999,188,NA,POBR,2.82,0.22,3.7,0.77,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
7-Jul-99,1999,188,NA,RGHT,31.76,2.24,13.4,16.58,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-99,1999,194,NA,BARN,24.08,1.64,1.5,1.93,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-99,1999,194,NA,DRKR,82.39,1.22,31.5,20.61,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-99,1999,194,NA,GFCP,35.83,1.47,14.4,17.85,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-99,1999,194,NA,GFGB,27.93,2.07,9.4,4.94,,,,,,,NA,,,,,,,,,,,,,,,,,,,18.76,42.54,1.9,7.15,10.73,,
13-Jul-99,1999,194,NA,GFGL,91.81,2.13,102.1,28.66,,,,,,,NA,,,,,,,,,,,,,,,,,,,62.79,142.38,2.34,34.58,21.32,,
13-Jul-99,1999,194,NA,GFVN,36.12,1.55,9,14.31,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-99,1999,194,NA,POBR,3.29,0.16,1.5,0.74,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jul-99,1999,194,NA,RGHT,75.73,4.19,419.8,42.73,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
21-Jul-99,1999,202,NA,BARN,23.12,1.48,1.5,2.03,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
21-Jul-99,1999,202,NA,DRKR,,0.27,84.7,28.18,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
21-Jul-99,1999,202,NA,GFCP,38.84,1.35,24.5,18.72,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
21-Jul-99,1999,202,NA,GFGB,26.22,1.91,11,5.12,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
21-Jul-99,1999,202,NA,GFGL,,1.36,115.1,28.65,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
21-Jul-99,1999,202,NA,GFVN,35.64,1.53,1.5,14.32,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
21-Jul-99,1999,202,NA,POBR,3.26,0.19,1.5,0.83,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
21-Jul-99,1999,202,NA,RGHT,35.52,2.13,257.7,19.1,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jul-99,1999,209,NA,BARN,36.82,1.97,163.8,17.93,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jul-99,1999,209,NA,DRKR,38.52,1.35,6.7,17.87,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jul-99,1999,209,NA,GFCP,22.64,1.41,1.5,2.07,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jul-99,1999,209,NA,GFGB,84.24,2.95,121.3,27.65,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jul-99,1999,209,NA,GFGL,34.61,1.55,1.5,13.47,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jul-99,1999,209,NA,GFVN,25.83,1.94,17,6.97,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jul-99,1999,209,NA,POBR,2.79,0.18,1.5,0.79,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jul-99,1999,209,NA,RGHT,,0.16,21,28.71,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
3-Aug-99,1999,215,NA,BARN,21.44,1.39,1.5,2.44,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
3-Aug-99,1999,215,NA,DRKR,81.8,0.17,19.7,27.78,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
3-Aug-99,1999,215,NA,GFCP,34.62,1.16,11.9,18.23,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
3-Aug-99,1999,215,NA,GFGB,23.23,1.93,12,7.23,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
3-Aug-99,1999,215,NA,GFGL,97.02,2.89,126.7,28.49,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
3-Aug-99,1999,215,NA,GFVN,32.95,1.53,1.5,14.36,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
3-Aug-99,1999,215,NA,POBR,2.81,0.14,1.5,0.92,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
3-Aug-99,1999,215,NA,RGHT,32.26,0.72,112.9,16.42,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
10-Aug-99,1999,222,NA,BARN,23.33,1.59,5,2.01,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
10-Aug-99,1999,222,NA,DRKR,194.33,0.42,47,35.79,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
10-Aug-99,1999,222,NA,GFCP,43.73,0.80,7,17.62,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
10-Aug-99,1999,222,NA,GFGB,26.8,2.25,3,5.34,,,,,,,NA,,,,,,,,,,,,,,,,,,,19.82,44.94,1.92,7.05,9.86,,
10-Aug-99,1999,222,NA,GFGL,102.13,3.03,86,28.13,,,,,,,NA,,,,,,,,,,,,,,,,,,,46.06,104.45,1.9,40.04,24.03,,
10-Aug-99,1999,222,NA,GFVN,38.03,1.16,6,11.13,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
10-Aug-99,1999,222,NA,POBR,2.72,0.14,5,0.81,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
10-Aug-99,1999,222,NA,RGHT,45.7,2.39,199,22.49,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
17-Aug-99,1999,229,NA,BARN,22.27,1.46,4,2.25,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
17-Aug-99,1999,229,NA,DRKR,187.28,0.20,30,31.78,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
17-Aug-99,1999,229,NA,GFCP,37.92,1.12,6,19.37,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
17-Aug-99,1999,229,NA,GFGB,23.17,1.96,11,5.54,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
17-Aug-99,1999,229,NA,GFGL,106.1,2.51,101,25.93,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
17-Aug-99,1999,229,NA,GFVN,28.68,0.90,7,11.89,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
17-Aug-99,1999,229,NA,POBR,2.56,0.18,5,0.9,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
17-Aug-99,1999,229,NA,RGHT,35.96,1.67,113,20.2,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
23-Aug-99,1999,235,NA,BARN,22.45,1.49,3,2.95,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
23-Aug-99,1999,235,NA,DRKR,66.84,0.55,14,28.46,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
23-Aug-99,1999,235,NA,GFCP,30.81,1.05,18,18.52,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
23-Aug-99,1999,235,NA,GFGB,21.68,1.88,7,6.98,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
23-Aug-99,1999,235,NA,GFGL,100.67,3.00,101,26.93,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
23-Aug-99,1999,235,NA,GFVN,25.9,0.91,11,11.7,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
23-Aug-99,1999,235,NA,POBR,2.56,0.08,6,1.35,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
23-Aug-99,1999,235,NA,RGHT,94.88,4.80,413,62.22,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
2-Sep-99,1999,245,NA,BARN,24.24,1.80,2,2.49,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
2-Sep-99,1999,245,NA,DRKR,133.22,1.00,19,42.53,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
2-Sep-99,1999,245,NA,GFCP,42.61,1.23,11,25.33,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
2-Sep-99,1999,245,NA,GFGB,24.73,2.23,7,7.12,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
2-Sep-99,1999,245,NA,GFGL,67.52,3.12,89,29.88,,,,,,,NA,,,,,,,,,,,,,,,,,,,62.84,142.51,1.77,34.04,20.43,,
2-Sep-99,1999,245,NA,GFVN,34.99,1.21,6,12.27,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
2-Sep-99,1999,245,NA,POBR,2.54,0.08,3,0.99,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
2-Sep-99,1999,245,NA,RGHT,35.33,1.73,154,25.28,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
7-Sep-99,1999,250,NA,BARN,16.98,1.00,1.5,4.14,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
7-Sep-99,1999,250,NA,DRKR,47.72,0.77,1.5,20.27,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
7-Sep-99,1999,250,NA,GFCP,23.84,0.89,1.5,14.91,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
7-Sep-99,1999,250,NA,GFGB,12.24,0.74,1.5,8.91,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
7-Sep-99,1999,250,NA,GFGL,29.94,1.03,93.7,20.74,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
7-Sep-99,1999,250,NA,GFVN,17.86,0.62,1.5,10.33,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
7-Sep-99,1999,250,NA,POBR,2.53,0.05,1.5,3.67,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
7-Sep-99,1999,250,NA,RGHT,43.49,2.01,361.6,33.63,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
16-Sep-99,1999,259,NA,BARN,17.61,0.89,1.5,5.73,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
16-Sep-99,1999,259,NA,DRKR,8.63,0.40,99.8,5.55,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
16-Sep-99,1999,259,NA,GFCP,8.58,0.50,74.2,6.28,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
16-Sep-99,1999,259,NA,GFGB,13.3,1.06,14,9.34,,,,,,,NA,,,,,,,,,,,,,,,,,,,16.06,36.42,2.89,4.93,7.08,,
16-Sep-99,1999,259,NA,GFGL,37.52,1.68,100.5,26,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
16-Sep-99,1999,259,NA,GFVN,5.98,0.39,81.9,5.25,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
16-Sep-99,1999,259,NA,POBR,2.43,0.02,1.5,4.59,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
16-Sep-99,1999,259,NA,RGHT,1.36,0.13,61.9,1.33,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
21-Sep-99,1999,264,NA,BARN,18.45,1.18,1.5,4.35,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
21-Sep-99,1999,264,NA,DRKR,18.1,0.36,1.5,8.9,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
21-Sep-99,1999,264,NA,GFCP,29.6,1.01,1.5,15.26,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
21-Sep-99,1999,264,NA,GFGB,11.72,0.84,1.5,8.42,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
21-Sep-99,1999,264,NA,GFGL,17.94,0.65,,14.46,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
21-Sep-99,1999,264,NA,GFVN,19.67,1.09,1.5,11.08,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
21-Sep-99,1999,264,NA,POBR,2,0.03,1.5,3.65,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
21-Sep-99,1999,264,NA,RGHT,,,1.5,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
30-Sep-99,1999,273,NA,BARN,16.93,0.92,4,4.44,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
30-Sep-99,1999,273,NA,DRKR,20.22,0.40,22,9.47,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
30-Sep-99,1999,273,NA,GFCP,15.91,0.64,95,8.69,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
30-Sep-99,1999,273,NA,GFGB,9.86,0.64,49,6.81,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
30-Sep-99,1999,273,NA,GFGL,20.37,0.96,87,15,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
30-Sep-99,1999,273,NA,GFVN,13.69,0.57,30,7.49,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
30-Sep-99,1999,273,NA,POBR,2.41,0.01,3,3.14,,,,,,,NA,,,,,,,,,,,,,,,,,,,1.17,15.83,0.99,0.86,2.12,,
30-Sep-99,1999,273,NA,RGHT,,,1.5,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
5-Oct-99,1999,278,NA,BARN,22.22,1.34,2.5,4.01,,,,,,,NA,,,,,,,,,,,,,,,,,,,5.73,13.04,1.56,3.51,9.9,,
5-Oct-99,1999,278,NA,DRKR,34.69,0.51,18.7,14.07,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
5-Oct-99,1999,278,NA,GFCP,17.65,0.71,33.4,11.35,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
5-Oct-99,1999,278,NA,GFGB,13.29,0.96,33.7,8.85,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
5-Oct-99,1999,278,NA,GFGL,36.72,1.16,28.1,19.19,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
5-Oct-99,1999,278,NA,GFVN,15.01,0.61,32.4,9.81,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
5-Oct-99,1999,278,NA,POBR,2.14,0.01,2.5,2.32,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
5-Oct-99,1999,278,NA,RGHT,32.72,1.37,19.4,17.37,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
12-Oct-99,1999,285,NA,BARN,25.3,1.63,2.8,3.85,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
